Tarih,Saat,Lig,MBS,Ev Sahibi,Skor,Deplasman,İY,MS1,MS0,MS2,AU2.5 Alt,AU2.5 Üst,KG Var,KG Yok,IY0.5 Alt,IY0.5 Üst,AU1.5 Alt,AU1.5 Üst,Çifte Şans 1-X,Çifte Şans 1-2,Çifte Şans X-2,IY Çifte Şans 1-X,IY Çifte Şans 1-2,IY Çifte Şans X-2,IY1,IY0,IY2,2Y1,2Y0,2Y2,Tek,Çift,IY/MS 1/1,IY/MS 1/0,IY/MS 1/2,IY/MS 0/1,IY/MS 0/0,IY/MS 0/2,IY/MS 2/1,IY/MS 2/0,IY/MS 2/2,Hafta
2025-01-29,23:00:00,ŞMP,1,Young Boys,0-1,Crvena Zvezda,0-0,2.19,3.38,2.30,2.21,1.36,1.31,2.35,3.31,1.13,4.68,,1.18,1.05,1.21,1.17,1.30,1.19,2.67,2.21,2.77,2.45,2.59,2.54,1.72,1.65,3.40,12.50,23.85,5.86,5.72,6.10,23.40,12.55,3.60,1835
2025-01-22,23:00:00,ŞMP,1,AC Milan,1-0,Girona,1-0,1.40,3.72,4.87,1.94,1.49,1.56,1.83,3.09,1.16,3.91,1.07,,,1.62,0,1.29,1.45,1.84,2.24,5.02,1.74,2.57,4.45,1.72,1.65,1.98,14.40,34.50,4.20,5.74,10.90,21.45,16.25,8.50,1834
2025-01-22,23:00:00,ŞMP,1,Arsenal,3-0,Dinamo Zagreb,1-0,,8.97,17.50,2.98,1.17,2.07,1.43,4.50,,6.55,,,,2.62,0,1.08,2.31,1.23,3.36,13.80,1.17,3.89,13.15,1.68,1.68,1.18,34.50,34.50,3.90,13.00,34.50,25.00,34.50,34.50,1834
2025-01-22,23:00:00,ŞMP,1,Celtic,1-0,Young Boys,0-0,1.13,5.44,8.59,2.80,1.20,1.51,1.89,4.26,1.05,6.18,,,,2.10,0,1.15,1.83,1.44,2.84,7.10,1.38,3.20,6.48,1.71,1.66,1.45,18.65,34.50,4.13,8.89,19.50,19.35,21.70,15.05,1834
2025-01-22,23:00:00,ŞMP,1,Feyenoord,3-0,Bayern München,2-0,6.56,4.80,1.21,2.78,1.21,1.41,2.09,4.19,1.05,6.17,,1.91,,,1.70,1.17,0,5.83,2.70,1.54,5.32,3.06,1.49,1.71,1.65,11.25,18.50,18.45,15.45,8.13,4.26,34.50,16.20,1.60,1834
2025-01-22,23:00:00,ŞMP,1,Paris SG,4-2,Manchester City,0-0,2.22,3.30,2.29,2.35,1.31,1.27,2.50,3.48,1.11,5.09,,1.18,1.06,1.20,1.18,1.29,1.20,2.65,2.26,2.71,2.45,2.62,2.51,1.75,1.62,3.42,11.90,23.40,6.12,5.73,6.25,23.00,11.90,3.55,1834
2025-01-22,23:00:00,ŞMP,1,Real Madrid,5-1,Salzburg,2-0,,11.40,17.50,4.14,1.06,1.85,1.54,5.68,,,,,,2.73,0,0,2.58,1.16,3.94,14.65,1.11,4.64,14.35,1.68,1.68,1.11,34.50,34.50,4.22,17.80,34.50,23.00,34.50,34.50,1834
2025-01-22,23:00:00,ŞMP,1,Sparta Prag,0-1,Inter,0-1,7.33,4.52,1.21,2.13,1.39,1.66,1.70,3.41,1.12,4.39,,1.92,,,1.66,1.22,0,6.68,2.49,1.58,5.94,2.80,1.51,1.71,1.65,13.10,20.15,21.45,15.80,6.86,3.97,34.50,17.20,1.61,1834
2025-01-22,20:45:00,ŞMP,1,RB Leipzig,2-1,Sporting Lisbon,1-0,2.52,3.27,2.06,2.14,1.38,1.33,2.30,3.24,1.14,4.51,,1.24,1.06,1.14,1.22,1.31,1.15,2.98,2.19,2.53,2.71,2.56,2.34,1.74,1.63,4.01,12.40,23.00,6.53,5.49,5.59,26.00,12.15,3.15,1834
2025-01-22,20:45:00,ŞMP,1,Shakhtar Donetsk,2-0,Brest,2-0,2.62,3.03,2.10,1.80,1.58,1.45,2.00,2.81,1.20,3.58,1.10,1.23,1.08,1.13,1.20,1.37,1.13,3.14,2.04,2.63,2.83,2.38,2.41,1.76,1.62,4.25,12.55,25.50,6.41,4.75,5.44,29.00,12.25,3.29,1834
