Tarih,Saat,Lig,MBS,Ev Sahibi,Skor,Deplasman,İY,MS1,MS0,MS2,AU2.5 Alt,AU2.5 Üst,KG Var,KG Yok,IY0.5 Alt,IY0.5 Üst,AU1.5 Alt,AU1.5 Üst,Çifte Şans 1-X,Çifte Şans 1-2,Çifte Şans X-2,IY Çifte Şans 1-X,IY Çifte Şans 1-2,IY Çifte Şans X-2,IY1,IY0,IY2,2Y1,2Y0,2Y2,Tek,Çift,IY/MS 1/1,IY/MS 1/0,IY/MS 1/2,IY/MS 0/1,IY/MS 0/0,IY/MS 0/2,IY/MS 2/1,IY/MS 2/0,IY/MS 2/2,Hafta
2025-01-23,20:45:00,AVL,1,AZ Alkmaar,1-0,AS Roma,0-0,3.18,3.09,1.82,1.72,1.65,1.54,1.86,2.70,1.23,3.33,1.13,1.33,1.07,1.06,1.25,1.37,1.08,3.72,2.01,2.36,3.29,2.36,2.17,1.74,1.63,5.37,13.60,24.30,7.34,4.70,4.80,34.50,12.75,2.78,1834
2025-01-23,20:45:00,AVL,1,Bodo / Glimt,3-1,Maccabi Tel Aviv,1-1,1.42,3.78,4.55,2.30,1.33,1.39,2.13,3.54,1.10,4.92,,,,1.60,0,1.24,1.47,1.81,2.39,4.58,1.73,2.71,4.11,1.73,1.64,1.98,13.40,34.50,4.48,6.29,10.80,19.75,14.95,7.70,1834
2025-01-23,20:45:00,AVL,1,Porto,0-1,Olympiakos,0-0,1.52,3.21,4.52,1.66,1.71,1.67,1.69,2.70,1.23,3.19,1.15,,1.05,1.51,0,1.35,1.37,2.00,2.07,4.86,1.90,2.35,4.23,1.76,1.62,2.21,13.50,34.50,4.30,4.72,9.80,24.70,15.20,7.95,1834
2025-01-23,20:45:00,AVL,1,Fenerbahçe,0-0,Lyon,0-0,1.81,3.35,2.96,2.35,1.31,1.29,2.43,3.51,1.11,5.09,,1.09,1.05,1.33,1.11,1.28,1.30,2.24,2.28,3.30,2.10,2.63,3.01,1.75,1.62,2.68,11.85,28.00,5.28,5.79,7.63,20.80,12.45,4.75,1834
2025-01-23,20:45:00,AVL,1,Hoffenheim,2-3,Tottenham Hotspur,0-2,2.62,3.26,2.00,2.37,1.30,1.26,2.52,3.54,1.10,5.18,,1.26,1.06,1.12,1.24,1.28,1.15,2.98,2.28,2.42,2.75,2.62,2.26,1.76,1.61,4.12,11.85,21.70,6.99,5.69,5.71,25.50,11.55,3.00,1834
2025-01-23,20:45:00,AVL,1,Malmö FF,2-3,Twente,1-1,2.50,2.96,2.21,1.96,1.47,1.37,2.20,3.05,1.16,4.10,1.06,1.20,1.09,1.15,1.19,1.33,1.16,2.93,2.13,2.66,2.69,2.43,2.46,1.79,1.58,3.96,11.50,25.00,6.50,4.86,5.93,27.00,11.30,3.43,1834
2025-01-23,20:45:00,AVL,1,Viktoria Plzen,2-0,Anderlecht,2-0,1.67,3.00,3.87,1.53,1.86,1.72,1.64,2.46,1.28,2.84,1.20,,1.08,1.40,0,1.40,1.29,2.23,1.93,4.45,2.07,2.25,3.85,1.76,1.62,2.52,13.45,34.50,4.39,4.29,8.33,26.50,14.80,6.80,1834
2025-01-23,20:45:00,AVL,1,Qarabağ Ağdam,2-3,FCSB,2-2,1.92,2.97,3.04,1.78,1.60,1.47,1.96,2.80,1.20,3.54,1.10,1.08,1.09,1.29,1.09,1.36,1.24,2.42,2.05,3.50,2.25,2.36,3.13,1.78,1.60,2.91,11.90,33.00,5.14,4.62,7.25,24.70,12.55,5.03,1834
2025-01-22,18:30:00,AVL,1,Beşiktaş,4-1,Athletic Bilbao,1-1,3.25,3.12,1.79,1.70,1.66,1.56,1.84,2.68,1.23,3.28,1.13,1.34,1.07,1.06,1.26,1.37,1.07,3.80,2.01,2.34,3.35,2.36,2.14,1.74,1.63,5.51,13.80,24.30,7.43,4.71,4.72,34.50,12.95,2.72,1834
2025-01-21,18:30:00,AVL,1,Galatasaray,3-3,Dynamo Kiev,2-1,1.09,6.29,9.41,3.00,1.17,1.53,1.86,4.45,,6.61,,,,2.22,0,1.13,1.90,1.39,2.95,7.59,1.33,3.39,7.12,1.68,1.68,1.39,21.65,34.50,4.02,10.30,21.30,18.55,25.00,16.50,1834
